date,Alpha,Delta,Gamma,Mu,Omicron,Otros,week
2021-07-31,0.0,0.25,0.25,0.5,0.0,0.0,30
2021-08-07,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,31
2021-08-14,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,32
2021-08-21,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,33
2021-08-28,0.0,0.0,0.0,1.0,0.0,0.0,34
2021-09-04,0.0,0.25,0.0,0.75,0.0,0.0,35
2021-09-18,0.0,0.5,0.0,0.5,0.0,0.0,37
2021-09-25,0.0,0.6,0.0,0.4,0.0,0.0,38
2021-10-02,0.0,1.0,0.0,0.0,0.0,0.0,39
2021-10-09,0.0,1.0,0.0,0.0,0.0,0.0,40
2021-10-16,0.0,1.0,0.0,0.0,0.0,0.0,41
2021-10-23,0.0,1.0,0.0,0.0,0.0,0.0,42
2021-10-30,0.0,1.0,0.0,0.0,0.0,0.0,43
2021-11-06,0.0,1.0,0.0,0.0,0.0,0.0,44
2021-11-13,0.0,1.0,0.0,0.0,0.0,0.0,45
2021-11-20,0.0,1.0,0.0,0.0,0.0,0.0,46
2021-11-27,0.0,1.0,0.0,0.0,0.0,0.0,47
2021-12-04,0.0,1.0,0.0,0.0,0.0,0.0,48
2022-01-01,0.0,1.0,0.0,0.0,0.0,0.0,52
2022-04-02,0.0,0.0,0.0,0.0,1.0,0.0,13
2022-04-09,0.0,0.0,0.0,0.0,1.0,0.0,14
2022-04-23,0.0,0.0,0.0,0.0,1.0,0.0,16
2022-04-30,0.0,0.0,0.0,0.0,1.0,0.0,17
2022-05-07,0.0,0.0,0.0,0.0,1.0,0.0,18
2022-05-14,0.0,0.0,0.0,0.0,1.0,0.0,19
2022-05-21,0.0,0.0,0.0,0.0,1.0,0.0,20
2022-05-28,0.0,0.0,0.0,0.0,1.0,0.0,21
2022-06-04,0.0,0.0,0.0,0.0,1.0,0.0,22
2022-06-11,0.0,0.0,0.0,0.0,1.0,0.0,23
2022-06-18,0.0,0.0,0.0,0.0,1.0,0.0,24
2022-06-25,0.0,0.0,0.0,0.0,1.0,0.0,25
2022-07-16,0.0,0.0,0.0,0.0,1.0,0.0,28
2022-07-23,0.0,0.0,0.0,0.0,1.0,0.0,29
2022-07-30,0.0,0.0,0.0,0.0,1.0,0.0,30
2022-08-06,0.0,0.0,0.0,0.0,1.0,0.0,31
2022-08-13,0.0,0.0,0.0,0.0,1.0,0.0,32
2022-08-20,0.0,0.0,0.0,0.0,1.0,0.0,33
2022-08-27,0.0,0.0,0.0,0.0,1.0,0.0,34
2022-09-03,0.0,0.0,0.0,0.0,1.0,0.0,35
2022-09-10,0.0,0.0,0.0,0.0,1.0,0.0,36
2022-10-15,0.0,0.0,0.0,0.0,1.0,0.0,41
2022-10-22,0.0,0.0,0.0,0.0,1.0,0.0,42
2022-10-29,0.0,0.0,0.0,0.0,1.0,0.0,43
2022-11-05,0.0,0.0,0.0,0.0,1.0,0.0,44
2022-11-12,0.0,0.0,0.0,0.0,1.0,0.0,45
2022-11-19,0.0,0.0,0.0,0.0,1.0,0.0,46
2022-11-26,0.0,0.0,0.0,0.0,1.0,0.0,47
2022-12-24,0.0,0.0,0.0,0.0,1.0,0.0,51
2022-12-31,0.0,0.0,0.0,0.0,1.0,0.0,52
2023-01-07,0.0,0.0,0.0,0.0,1.0,0.0,1
2023-02-11,0.0,0.0,0.0,0.0,1.0,0.0,6
2023-02-18,0.0,0.0,0.0,0.0,1.0,0.0,7
2023-02-25,0.0,0.0,0.0,0.0,1.0,0.0,8
2023-03-04,0.0,0.0,0.0,0.0,1.0,0.0,9
2023-03-11,0.0,0.0,0.0,0.0,1.0,0.0,10
2023-03-18,0.0,0.0,0.0,0.0,1.0,0.0,11
2023-03-25,0.0,0.0,0.0,0.0,1.0,0.0,12
2023-04-01,0.0,0.0,0.0,0.0,1.0,0.0,13
2023-04-08,0.0,0.0,0.0,0.0,1.0,0.0,14
2023-04-22,0.0,0.0,0.0,0.0,1.0,0.0,16
2023-04-29,0.0,0.0,0.0,0.0,1.0,0.0,17
2023-05-06,0.0,0.0,0.0,0.0,1.0,0.0,18
2023-05-13,0.0,0.0,0.0,0.0,1.0,0.0,19
2023-05-20,0.0,0.0,0.0,0.0,1.0,0.0,20
2023-05-27,0.0,0.0,0.0,0.0,1.0,0.0,21
2023-06-03,0.0,0.0,0.0,0.0,1.0,0.0,22
2023-06-10,0.0,0.0,0.0,0.0,1.0,0.0,23
2023-06-17,0.0,0.0,0.0,0.0,1.0,0.0,24
2023-06-24,0.0,0.0,0.0,0.0,1.0,0.0,25
2023-07-01,0.0,0.0,0.0,0.0,1.0,0.0,26
2023-07-08,0.0,0.0,0.0,0.0,1.0,0.0,27
2023-07-15,0.0,0.0,0.0,0.0,1.0,0.0,28
2023-07-22,0.0,0.0,0.0,0.0,1.0,0.0,29
2023-07-29,0.0,0.0,0.0,0.0,1.0,0.0,30
2023-08-05,0.0,0.0,0.0,0.0,1.0,0.0,31
2023-09-16,0.0,0.0,0.0,0.0,1.0,0.0,37
